post_id,user_id,content,likes,shares,comments,timestamp,platform_x,category,total_engagement,sentiment_score,influencer_id,name,followers,engagement_rate,platform_y,predicted_engagement
4884,1590,Catching up with my favorite show tonight! #tv #entertainment #football #basketball,86742,8927,1306,2024-01-20 18:19:18,Twitter,sports,96975,0.0,1590,Sarah Miller,2506507,7.9,Twitter,57771.409106456085
4885,4726,The future of programming is bright! #tech #innovation #basketball #workout,9663,8916,1196,2024-03-11 21:30:06,Instagram,sports,19775,0.0,4726,Alex Davis,5858263,1.14,Instagram,57798.35657328669
4886,4039,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #tech #programming,92468,7923,419,2024-09-08 20:03:32,TikTok,technology,100810,0.0,4039,Mike Miller,8352785,9.21,Instagram,57818.41204535961
4887,208,Did anyone else catch the new movie release? #movies #entertainment #celebrity #gossip,66914,6171,2281,2024-10-24 06:38:49,YouTube,entertainment,75366,0.375,208,Chris Smith,3443959,0.54,Twitter,57143.830242880096
4888,4964,"Game night with friends, who’s your favorite player? #sports #basketball #fitness #travel",11923,8264,303,2024-01-09 17:46:25,Instagram,lifestyle,20490,0.0,4964,Jane Smith,8808383,9.2,YouTube,57822.07496473473
4889,2170,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #sportsnews #basketball,93414,5660,3512,2024-03-29 10:34:22,Instagram,sports,102586,0.2556818181818182,2170,Mike Starr,2161575,3.36,Twitter,57335.60242330629
4890,3049,Trying out new recipes and loving the results! #food #cooking #food #fitness,14910,1093,3848,2024-02-11 21:28:07,TikTok,lifestyle,19851,0.25,3049,Alex Brown,2880844,4.7,YouTube,57351.008172875234
4891,3065,Exploring the latest advancements in AI! #tech #future #entertainment #music,64370,6257,4999,2024-05-22 19:56:29,Twitter,entertainment,75626,0.11212121212121212,3065,Emma Wilson,3642577,1.93,TikTok,57590.64968092987
4892,3523,Did anyone else catch the new movie release? #movies #entertainment #sportsnews #fitness,32497,1091,3549,2024-06-05 07:07:09,Twitter,sports,37137,0.0,3523,Jane Smith,9159849,4.69,Twitter,57824.900683067775
4893,4297,The future of programming is bright! #tech #innovation #tech #innovation,59820,5897,392,2024-09-08 23:01:24,TikTok,technology,66109,0.375,4297,Chris Brown,8825337,3.88,TikTok,57187.095476136325
4894,1993,Catching up with my favorite show tonight! #tv #entertainment #movies #entertainment,57376,5149,1880,2024-03-14 17:36:43,YouTube,entertainment,64405,0.25,1993,Chris Miller,737126,3.57,TikTok,57333.77309678402
4895,4486,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #fitness #food,45197,975,1126,2024-09-29 08:19:24,Twitter,lifestyle,47298,0.11212121212121212,4486,Mike Brown,7385857,3.29,TikTok,57620.7449246283
4896,3531,"Game night with friends, who’s your favorite player? #sports #basketball #sportsnews #workout",65817,4556,75,2024-06-07 04:02:44,YouTube,sports,70448,0.25,3531,Anna Doe,2853122,9.17,TikTok,57350.78529338296
4897,1052,"Game night with friends, who’s your favorite player? #sports #basketball #future #innovation",22743,4719,4211,2024-05-18 14:50:07,TikTok,technology,31673,0.0,1052,Mike Wilson,2794840,3.62,Twitter,57773.72724773894
4898,2393,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #future #AI,31601,2351,4619,2024-09-14 00:43:13,YouTube,technology,38571,0.2556818181818182,2393,Sophia Wilson,8587474,8.35,Instagram,57387.26540240123
4899,4278,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #gossip #celebrity,30808,1324,3431,2024-08-20 19:27:18,TikTok,entertainment,35563,0.8,4278,Mike Smith,2365596,4.89,Instagram,56415.36251241332
4900,2822,Just finished a 5K! Can't wait for the next one! #fitness #health #sportsnews #fitness,48360,9728,3469,2024-11-03 08:56:08,YouTube,sports,61557,0.8,2822,Chris Wilson,1542673,5.38,TikTok,56408.746371427325
4901,1760,Catching up with my favorite show tonight! #tv #entertainment #music #entertainment,52407,1823,1777,2024-04-26 19:03:32,YouTube,entertainment,56007,0.0,1760,John Brown,2201864,7.86,YouTube,57768.95983594305
4902,3791,Just finished a 5K! Can't wait for the next one! #fitness #health #tech #innovation,41488,592,295,2024-04-13 12:43:58,TikTok,technology,42375,0.11212121212121212,3791,Anna Starr,6557643,1.6,Instagram,57614.08624503061
4903,4663,Just finished a 5K! Can't wait for the next one! #fitness #health #programming #future,18378,5816,897,2024-08-22 01:01:39,YouTube,technology,25091,0.0,4663,Sophia Smith,8658884,3.89,Instagram,57820.87302182967
4904,4208,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #music #entertainment,88702,9129,55,2024-01-06 04:48:51,TikTok,entertainment,97886,0.375,4208,Alex Taylor,4908854,1.7,YouTube,57155.60771397967
4905,373,"Game night with friends, who’s your favorite player? #sports #basketball #innovation #programming",74103,4952,3635,2024-04-04 09:52:51,TikTok,technology,82690,0.2556818181818182,373,Emma Davis,3399771,0.54,Twitter,57345.557278504515
4906,3852,Exploring the latest advancements in AI! #tech #future #future #programming,56574,337,2490,2024-10-25 14:02:01,YouTube,technology,59401,0.35378787878787876,3852,Jane Starr,3245378,4.52,YouTube,57178.15943219966
4907,4235,Just finished a 5K! Can't wait for the next one! #fitness #health #travel #wellness,79802,2375,3660,2024-05-05 22:27:06,Twitter,lifestyle,85837,0.0,4235,Oliver Johnson,4034487,3.55,Instagram,57783.69376869517
4908,1681,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #innovation #AI,86441,900,1861,2024-11-01 01:42:55,Instagram,technology,89202,0.375,1681,Sophia Doe,6077682,7.65,YouTube,57165.00486393947
4909,3235,Did anyone else catch the new movie release? #movies #entertainment #gossip #music,83732,8919,705,2024-02-05 15:35:39,TikTok,entertainment,93356,0.2556818181818182,3235,Jane Smith,1925525,6.86,YouTube,57333.7046271823
4910,1113,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #food #travel,58355,7122,1992,2024-06-08 16:16:04,YouTube,lifestyle,67469,0.375,1113,Alex Brown,2182972,5.15,YouTube,57133.69215247127
4911,3324,Trying out new recipes and loving the results! #food #cooking #wellness #travel,83877,5276,2612,2024-01-01 13:17:42,TikTok,lifestyle,91765,0.0,3324,Chris Smith,1120091,3.64,YouTube,57760.26259126422
4912,4583,"Game night with friends, who’s your favorite player? #sports #basketball #wellness #style",68303,5190,135,2024-10-22 02:37:50,Twitter,lifestyle,73628,0.11212121212121212,4583,Anna Miller,9987798,3.72,Twitter,57641.664024584476
4913,1275,The future of programming is bright! #tech #innovation #gossip #entertainment,13206,4888,2543,2024-04-17 17:08:30,YouTube,entertainment,20637,0.8,1275,Anna Johnson,4648357,7.75,Twitter,56433.715467201706
4914,393,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #celebrity #music,75162,5679,147,2024-05-08 02:02:23,Instagram,entertainment,80988,0.375,393,Alex Johnson,6564663,7.44,Instagram,57168.92009653536
4915,4784,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #entertainment #music,476,1681,4022,2024-04-18 20:41:55,YouTube,entertainment,6179,0.35378787878787876,4784,Mike Miller,4250719,5.18,YouTube,57186.24217845295
4916,4591,"Game night with friends, who’s your favorite player? #sports #basketball #food #fitness",65595,2433,1755,2024-07-17 03:47:04,Twitter,lifestyle,69783,0.0,4591,Alex Starr,548655,2.23,Instagram,57755.66835688206
4917,1951,"Game night with friends, who’s your favorite player? #sports #basketball #AI #programming",5503,601,4255,2024-05-06 06:24:17,Instagram,technology,10359,0.2556818181818182,1951,Anna Doe,3951170,6.25,YouTube,57349.99041930084
4918,3056,Catching up with my favorite show tonight! #tv #entertainment #movies #celebrity,79698,6464,1827,2024-02-08 15:30:05,TikTok,entertainment,87989,0.8,3056,Anna Johnson,5996528,7.19,TikTok,56444.55450002644
4919,1688,Trying out new recipes and loving the results! #food #cooking #movies #gossip,21959,9668,4903,2024-09-06 22:50:27,TikTok,entertainment,36530,0.8,1688,John Doe,274056,0.93,TikTok,56398.546937301384
4920,682,Catching up with my favorite show tonight! #tv #entertainment #music #celebrity,63583,2906,470,2024-10-04 02:13:15,Twitter,entertainment,66959,0.8,682,Mike Starr,3962247,6.84,YouTube,56428.19927614629
4921,436,The future of programming is bright! #tech #innovation #movies #entertainment,57974,9862,992,2024-04-07 12:55:07,Twitter,entertainment,68828,0.25,436,John Johnson,6943740,1.69,Twitter,57383.67306709671
4922,220,Exploring the latest advancements in AI! #tech #future #AI #programming,77545,9540,3527,2024-02-01 23:25:09,YouTube,technology,90612,0.25,220,Mike Smith,7955549,9.57,Instagram,57391.80781481296
4923,3129,"Game night with friends, who’s your favorite player? #sports #basketball #movies #gossip",29585,6685,4311,2024-01-23 12:03:04,YouTube,entertainment,40581,0.2556818181818182,3129,Chris Miller,3202690,6.34,TikTok,57343.972785566955
4924,638,Catching up with my favorite show tonight! #tv #entertainment #workout #basketball,28822,7806,2485,2024-05-06 03:04:10,TikTok,sports,39113,0.25,638,Oliver Davis,6827270,4.33,Instagram,57382.73667093251
4925,4652,The future of programming is bright! #tech #innovation #style #food,6253,6107,4929,2024-09-12 07:21:45,Instagram,lifestyle,17289,0.2556818181818182,4652,Alex Doe,8615324,5.48,TikTok,57387.48931098862
4926,4340,Trying out new recipes and loving the results! #food #cooking #workout #basketball,84940,8491,788,2024-09-26 20:58:09,Instagram,sports,94219,0.35378787878787876,4340,Sarah Brown,8114163,3.37,YouTube,57217.303517357665
4927,1169,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #travel #wellness,65898,491,4203,2024-09-05 18:57:06,YouTube,lifestyle,70592,0.25,1169,Chris Taylor,1972735,2.85,Twitter,57343.70715300503
4928,2724,Trying out new recipes and loving the results! #food #cooking #innovation #future,88668,1099,1145,2024-05-12 18:03:26,Twitter,technology,90912,0.2556818181818182,2724,Sophia Smith,3821223,4.34,TikTok,57348.94567067587
4929,1823,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #style #food,34961,1019,3634,2024-11-09 00:31:54,TikTok,lifestyle,39614,0.8,1823,Alex Brown,3285358,8.42,Instagram,56422.75722013878
4930,3732,Did anyone else catch the new movie release? #movies #entertainment #celebrity #movies,34916,8868,281,2024-06-08 17:59:04,YouTube,entertainment,44065,0.0,3732,Alex Miller,182574,3.3,Instagram,57752.72513678942
4931,2567,Exploring the latest advancements in AI! #tech #future #travel #wellness,5383,1282,3372,2024-07-27 16:06:19,TikTok,lifestyle,10037,0.35378787878787876,2567,Mike Taylor,4784552,4.12,Instagram,57190.534092023205
4932,2021,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #basketball #football,51709,3694,2916,2024-07-20 09:43:27,TikTok,sports,58319,0.2556818181818182,2021,Oliver Miller,6433259,3.98,Instagram,57369.945932470095
4933,904,Did anyone else catch the new movie release? #movies #entertainment #football #fitness,30106,4165,4040,2024-05-03 03:10:15,Instagram,sports,38311,0.375,904,John Brown,6536404,7.12,Instagram,57168.692899667454
4934,222,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #celebrity #music,90012,7132,3847,2024-07-21 12:50:40,Instagram,entertainment,100991,0.11212121212121212,222,Chris Starr,5770206,4.03,YouTube,57607.75540458796
4935,2291,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #sportsnews #football,32445,9932,2588,2024-09-25 05:32:34,YouTube,sports,44965,0.8,2291,Mike Miller,514688,7.19,Twitter,56400.48157181487
4936,827,Just finished a 5K! Can't wait for the next one! #fitness #health #entertainment #movies,83338,8812,76,2024-03-22 11:58:29,YouTube,entertainment,92226,0.0,827,Chris Johnson,7587863,1.95,Instagram,57812.262221141194
4937,67,Did anyone else catch the new movie release? #movies #entertainment #AI #future,99727,9250,30,2024-03-27 12:48:08,Twitter,technology,109007,0.8,67,Anna Starr,7714893,1.22,TikTok,56458.36982066445
4938,3003,The future of programming is bright! #tech #innovation #wellness #food,75790,7229,781,2024-04-22 10:28:24,YouTube,lifestyle,83800,0.0,3003,Oliver Doe,2454656,4.88,YouTube,57770.992234493264
4939,1686,Just finished a 5K! Can't wait for the next one! #fitness #health #programming #innovation,35299,3165,3098,2024-05-20 22:45:46,TikTok,technology,41562,0.2556818181818182,1686,Sarah Doe,4758966,7.87,Instagram,57356.48494214675
4940,1040,Trying out new recipes and loving the results! #food #cooking #football #basketball,86480,9211,3038,2024-09-01 10:17:21,YouTube,sports,98729,0.0,1040,Jane Taylor,1557810,9.35,YouTube,57763.781766954104
4941,378,"Game night with friends, who’s your favorite player? #sports #basketball #gossip #celebrity",22409,3320,354,2024-05-11 06:50:52,Instagram,entertainment,26083,0.0,378,Sarah Miller,4691532,9.03,Instagram,57788.97628279934
4942,4329,Exploring the latest advancements in AI! #tech #future #wellness #travel,49714,5902,4464,2024-08-28 13:40:22,TikTok,lifestyle,60080,0.25,4329,Mike Davis,8270046,8.33,YouTube,57394.33630957088
4943,3682,Just finished a 5K! Can't wait for the next one! #fitness #health #fitness #style,47131,5275,2474,2024-10-30 16:37:37,Instagram,lifestyle,54880,0.8,3682,John Starr,8165883,3.26,Instagram,56461.995692615135
4944,1351,Trying out new recipes and loving the results! #food #cooking #wellness #fitness,73615,5532,1051,2024-07-13 03:39:01,TikTok,lifestyle,80198,0.11212121212121212,1351,Sarah Smith,2818410,6.83,Instagram,57584.023538425645
4945,279,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #tech #programming,12973,2329,217,2024-03-23 19:36:02,Instagram,technology,15519,0.0,279,Anna Doe,864536,8.81,Twitter,57758.207978731
4946,4964,"Game night with friends, who’s your favorite player? #sports #basketball #basketball #football",1648,499,2310,2024-06-04 16:13:18,YouTube,sports,4457,0.0,4964,Jane Smith,8808383,9.2,YouTube,57822.07496473473
4947,2136,The future of programming is bright! #tech #innovation #music #entertainment,18735,6596,2581,2024-05-23 18:35:55,TikTok,entertainment,27912,0.375,2136,Sophia Brown,3089338,7.77,YouTube,57140.979158960225
4948,1033,Catching up with my favorite show tonight! #tv #entertainment #tech #innovation,14392,2255,4794,2024-06-06 03:07:20,TikTok,technology,21441,0.25,1033,Anna Wilson,5194342,9.39,Instagram,57369.60824716993
4949,4088,Catching up with my favorite show tonight! #tv #entertainment #tech #innovation,75209,2830,158,2024-07-06 15:33:37,Instagram,technology,78197,0.11212121212121212,4088,Emma Doe,4910691,5.96,YouTube,57600.845071033575
4950,4963,Did anyone else catch the new movie release? #movies #entertainment #programming #AI,53309,1008,4701,2024-04-04 09:42:14,Twitter,technology,59018,0.25,4963,Emma Johnson,9369888,4.74,TikTok,57403.17882549802
4951,4314,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #wellness #travel,5472,7567,4782,2024-02-02 08:06:24,TikTok,lifestyle,17821,0.0,4314,Jane Brown,1469352,9.04,Instagram,57763.07058182581
4952,1475,"Game night with friends, who’s your favorite player? #sports #basketball #movies #entertainment",82204,3451,3169,2024-10-11 23:29:57,YouTube,entertainment,88824,0.8,1475,Alex Taylor,462852,8.86,YouTube,56400.06482044912
4953,682,"Game night with friends, who’s your favorite player? #sports #basketball #workout #fitness",15656,5398,3612,2024-08-11 09:22:38,TikTok,sports,24666,0.0,682,Mike Starr,3962247,6.84,YouTube,57783.11297313492
4954,2005,Trying out new recipes and loving the results! #food #cooking #football #fitness,55878,9734,1307,2024-07-16 15:25:56,TikTok,sports,66919,0.25,2005,Mike Davis,5146648,8.17,Twitter,57369.22479667919
4955,1675,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #innovation #programming,71926,4959,4948,2024-06-09 12:24:08,YouTube,technology,81833,0.0,1675,Emma Doe,1772234,3.05,YouTube,57765.50569424108
4956,3836,The future of programming is bright! #tech #innovation #workout #basketball,924,7282,2190,2024-04-19 09:31:13,TikTok,sports,10396,0.8,3836,John Smith,5840755,0.55,Instagram,56443.30211538071
4957,2512,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #wellness #style,16298,904,731,2024-01-25 20:01:10,Twitter,lifestyle,17933,0.0,2512,John Brown,3343081,2.65,Instagram,57778.134998829024
4958,266,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #wellness #style,28945,7935,1278,2024-08-29 01:47:08,YouTube,lifestyle,38158,0.0,266,John Doe,8339801,5.55,TikTok,57818.30765652303
4959,3026,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #fitness #sportsnews,37762,8350,4295,2024-07-17 22:56:49,Twitter,sports,50407,0.35378787878787876,3026,Sophia Davis,1272789,7.43,YouTube,57162.30020000975
4960,3754,Trying out new recipes and loving the results! #food #cooking #AI #programming,94556,8944,3279,2024-10-27 12:02:11,YouTube,technology,106779,0.0,3754,Mike Wilson,1832888,6.89,Twitter,57765.99334061306
4961,1788,Catching up with my favorite show tonight! #tv #entertainment #movies #music,22199,9621,886,2024-06-11 12:04:18,Instagram,entertainment,32706,0.0,1788,Alex Wilson,5947972,6.85,YouTube,57799.077816211866
4962,3738,Exploring the latest advancements in AI! #tech #future #workout #basketball,17758,39,1017,2024-07-05 05:44:30,Twitter,sports,18814,0.0,3738,Mike Miller,1535136,6.58,Instagram,57763.59947240077
4963,1482,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #tech #future,40107,967,1525,2024-08-06 14:49:43,Twitter,technology,42599,0.11212121212121212,1482,Sophia Davis,1962950,3.21,YouTube,57577.14580628318
4964,926,"Game night with friends, who’s your favorite player? #sports #basketball #entertainment #movies",71457,9562,954,2024-07-19 10:08:03,Instagram,entertainment,81973,0.2556818181818182,926,Sophia Doe,4444117,5.64,Instagram,57353.95361737724
4965,3395,"Game night with friends, who’s your favorite player? #sports #basketball #travel #style",7261,8467,2459,2024-05-25 11:18:13,YouTube,lifestyle,18187,0.35378787878787876,3395,Alex Starr,339983,1.24,Twitter,57154.800621059374
4966,1377,"Game night with friends, who’s your favorite player? #sports #basketball #food #fitness",29840,4686,4210,2024-03-12 07:59:32,YouTube,lifestyle,38736,0.2556818181818182,1377,Sophia Smith,3646580,7.98,TikTok,57347.541574897514
4967,765,The future of programming is bright! #tech #innovation #celebrity #entertainment,83765,6676,1572,2024-03-13 06:01:17,TikTok,entertainment,92013,0.35378787878787876,765,Anna Starr,887232,5.88,Twitter,57159.20039666225
4968,4737,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #fitness #workout,38289,2891,374,2024-08-26 13:12:49,YouTube,sports,41554,0.2556818181818182,4737,Sarah Smith,1683185,8.4,TikTok,57331.75626068076
4969,353,Catching up with my favorite show tonight! #tv #entertainment #programming #innovation,84612,3766,2018,2024-02-29 14:39:09,Twitter,technology,90396,0.35378787878787876,353,Sarah Brown,9771803,9.73,Twitter,57230.6306207975
4970,4289,Catching up with my favorite show tonight! #tv #entertainment #programming #innovation,11533,7976,404,2024-09-14 14:28:37,Instagram,technology,19913,0.0,4289,John Davis,6000547,3.97,TikTok,57799.50050899399
4971,3611,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #food #fitness,33021,2665,2456,2024-01-13 17:06:46,YouTube,lifestyle,38142,0.375,3611,Jane Miller,9727974,3.85,Instagram,57194.352502190006
4972,4079,"Game night with friends, who’s your favorite player? #sports #basketball #innovation #AI",6047,4754,314,2024-08-03 19:42:33,Instagram,technology,11115,0.2556818181818182,4079,Sophia Johnson,2054376,8.03,YouTube,57334.740564180276
4973,2912,Just finished a 5K! Can't wait for the next one! #fitness #health #basketball #fitness,7871,7555,1152,2024-04-18 05:45:44,Instagram,sports,16578,0.8,2912,Emma Johnson,318170,3.28,TikTok,56398.90160528788
4974,1826,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #workout #fitness,6072,103,3097,2024-11-04 03:24:29,TikTok,sports,9272,0.25,1826,Emma Starr,7874578,2.44,TikTok,57391.15682370956
4975,1047,Did anyone else catch the new movie release? #movies #entertainment #innovation #future,29719,2458,4031,2024-02-12 18:01:48,YouTube,technology,36208,0.0,1047,John Johnson,3387720,1.95,Instagram,57778.49388771349
4976,2465,Did anyone else catch the new movie release? #movies #entertainment #sportsnews #workout,71598,7052,1827,2024-04-04 12:18:25,Instagram,sports,80477,0.11212121212121212,2465,Mike Brown,9396223,0.77,Twitter,57636.9078765563
4977,1201,Just finished a 5K! Can't wait for the next one! #fitness #health #innovation #future,75853,8623,4896,2024-06-30 09:52:57,TikTok,technology,89372,0.0,1201,Jane Davis,2337892,4.17,TikTok,57770.05347462619
4978,1601,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #programming #future,14368,4373,2094,2024-07-12 08:02:12,TikTok,technology,20835,0.375,1601,Oliver Wilson,337979,2.1,YouTube,57118.85876732324
4979,643,The future of programming is bright! #tech #innovation #basketball #football,92281,5255,3480,2024-02-09 17:11:03,Twitter,sports,101016,0.375,643,John Doe,5619092,9.33,Instagram,57161.31788946584
4980,4925,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #wellness #style,5437,7610,2326,2024-03-27 07:15:18,Twitter,lifestyle,15373,0.35378787878787876,4925,Jane Doe,7697197,9.06,YouTube,57213.951191754466
4981,1481,Trying out new recipes and loving the results! #food #cooking #innovation #tech,40340,4902,725,2024-10-16 18:10:53,Twitter,technology,45967,0.25,1481,Jane Davis,4605956,1.02,Instagram,57364.877738081974
4982,1157,Just finished a 5K! Can't wait for the next one! #fitness #health #gossip #entertainment,40018,4037,2033,2024-03-19 11:48:34,YouTube,entertainment,46088,0.25,1157,Chris Johnson,4041046,5.2,Twitter,57360.33597147149
4983,3449,Catching up with my favorite show tonight! #tv #entertainment #fitness #football,27279,7927,4767,2024-01-25 14:57:42,Instagram,sports,39973,0.0,3449,Mike Smith,5430315,9.44,Twitter,57794.91595453783
4984,262,The future of programming is bright! #tech #innovation #innovation #AI,88365,1618,2470,2024-07-03 11:37:39,Twitter,technology,92453,0.25,262,Sophia Smith,4261708,4.91,TikTok,57362.11005106612
4985,2170,"Game night with friends, who’s your favorite player? #sports #basketball #entertainment #celebrity",15622,3644,2759,2024-10-07 09:11:43,TikTok,entertainment,22025,0.0,2170,Mike Starr,2161575,3.36,Twitter,57768.63592021317
4986,928,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #future #AI,63627,8301,1776,2024-09-08 21:33:25,Twitter,technology,73704,0.0,928,Sophia Brown,6961078,6.01,Instagram,57807.222991556046
4987,377,Trying out new recipes and loving the results! #food #cooking #tech #future,93328,8495,507,2024-04-26 03:10:53,TikTok,technology,102330,0.0,377,Mike Miller,9121072,2.33,Instagram,57824.58892352403
4988,3189,"Game night with friends, who’s your favorite player? #sports #basketball #innovation #AI",27998,682,1372,2024-01-14 13:56:11,Instagram,technology,30052,0.375,3189,Chris Taylor,5129884,8.99,Twitter,57157.38475222278
4989,3046,Exploring the latest advancements in AI! #tech #future #gossip #music,78968,4809,3038,2024-06-12 07:04:29,TikTok,entertainment,86815,0.0,3046,Oliver Taylor,516081,6.9,YouTube,57755.406468252775
4990,3301,Catching up with my favorite show tonight! #tv #entertainment #travel #food,96204,6505,2239,2024-02-13 17:18:42,TikTok,lifestyle,104948,0.0,3301,John Smith,8911872,7.81,TikTok,57822.90699618178
4991,3806,Did anyone else catch the new movie release? #movies #entertainment #food #wellness,50884,5150,3856,2024-05-23 10:17:51,YouTube,lifestyle,59890,0.11212121212121212,3806,Sophia Smith,1222006,2.03,Instagram,57571.188760524674
4992,2576,Exploring the latest advancements in AI! #tech #future #entertainment #gossip,2090,8956,2820,2024-08-06 21:50:27,TikTok,entertainment,13866,0.0,2576,Oliver Taylor,1529806,6.21,YouTube,57763.556620236646
4993,3761,The future of programming is bright! #tech #innovation #AI #future,43579,9948,3103,2024-11-08 22:56:24,TikTok,technology,56630,0.25,3761,Oliver Wilson,956488,8.03,TikTok,57335.5367246313
4994,207,The future of programming is bright! #tech #innovation #style #food,76194,7974,1222,2024-08-26 02:58:31,TikTok,lifestyle,85390,0.0,207,Chris Doe,4413015,3.39,TikTok,57786.73706024875
4995,984,"Game night with friends, who’s your favorite player? #sports #basketball #wellness #fitness",12557,4601,2672,2024-01-13 15:47:38,Instagram,lifestyle,19830,0.375,984,Sophia Miller,1841564,3.81,YouTube,57130.947298503466
4996,2973,Catching up with my favorite show tonight! #tv #entertainment #gossip #movies,3200,9096,4564,2024-09-17 21:51:26,Twitter,entertainment,16860,0.35378787878787876,2973,Chris Johnson,2513404,2.8,Instagram,57172.27450349785
4997,1228,Exploring the latest advancements in AI! #tech #future #style #food,56743,8676,3956,2024-06-11 13:02:05,Twitter,lifestyle,69375,0.8,1228,Anna Doe,2759229,5.53,TikTok,56418.527245231264
4998,2579,Just finished a 5K! Can't wait for the next one! #fitness #health #entertainment #gossip,92766,5169,684,2024-08-07 08:28:07,TikTok,entertainment,98619,0.11212121212121212,2579,Alex Wilson,4183577,3.56,Twitter,57594.999215787226
4999,4214,Just finished a 5K! Can't wait for the next one! #fitness #health #fitness #workout,96877,598,1429,2024-04-27 21:53:24,YouTube,sports,98904,0.35378787878787876,4214,Alex Wilson,6009422,3.57,Twitter,57200.38180877132
5000,794,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #gossip #music,61380,9492,502,2024-02-16 18:50:48,TikTok,entertainment,71374,0.0,794,Anna Johnson,4650333,9.75,TikTok,57788.64505084631
5001,3778,Did anyone else catch the new movie release? #movies #entertainment #basketball #sportsnews,76858,6668,829,2024-05-28 15:35:28,Instagram,sports,84355,0.0,3778,John Miller,9984797,6.1,TikTok,57831.533104660215
5002,3271,Did anyone else catch the new movie release? #movies #entertainment #celebrity #movies,51919,1095,2562,2024-07-05 07:18:38,Instagram,entertainment,55576,0.25,3271,Anna Miller,5152388,7.67,TikTok,57369.270945163626
5003,2656,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #tech #AI,63420,8784,1974,2024-06-12 15:57:41,Instagram,technology,74178,0.8,2656,Chris Smith,5257510,3.34,Instagram,56438.61293893362
5004,879,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #wellness #fitness,35066,6111,905,2024-03-21 00:56:03,YouTube,lifestyle,42082,0.375,879,Chris Doe,9715246,8.12,YouTube,57194.250171543674
5005,1302,"Game night with friends, who’s your favorite player? #sports #basketball #basketball #fitness",47236,2882,16,2024-01-30 13:53:42,YouTube,sports,50134,0.8,1302,Anna Miller,5764478,8.76,TikTok,56442.688863125055
5006,2205,The future of programming is bright! #tech #innovation #travel #style,60021,8103,3483,2024-04-05 17:42:34,YouTube,lifestyle,71607,0.375,2205,Mike Davis,2371522,7.0,TikTok,57135.20805782682
5007,1141,Catching up with my favorite show tonight! #tv #entertainment #fitness #sportsnews,59023,8264,1227,2024-08-31 20:45:09,Instagram,sports,68514,0.0,1141,Sarah Brown,4637074,9.37,YouTube,57788.53845106318
5008,1606,The future of programming is bright! #tech #innovation #fitness #style,36482,9702,538,2024-08-04 03:16:53,Instagram,lifestyle,46722,0.2556818181818182,1606,John Miller,2455786,2.74,TikTok,57337.96782256677
5009,3099,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #basketball #fitness,11438,9489,3691,2024-04-17 22:16:35,TikTok,sports,24618,0.0,3099,Alex Doe,1718854,9.9,YouTube,57765.07652941542
5010,922,Just finished a 5K! Can't wait for the next one! #fitness #health #movies #gossip,64600,6484,4824,2024-08-03 20:08:41,Twitter,entertainment,75908,0.11212121212121212,922,Alex Wilson,7898410,6.01,TikTok,57624.8657511343
5011,2946,Did anyone else catch the new movie release? #movies #entertainment #tech #programming,17309,6168,3442,2024-02-21 03:19:58,TikTok,technology,26919,0.11212121212121212,2946,Sophia Brown,5930509,0.93,Twitter,57609.04420955328
5012,2648,"Game night with friends, who’s your favorite player? #sports #basketball #AI #tech",53141,991,3007,2024-01-08 14:48:47,Twitter,technology,57139,0.0,2648,Oliver Smith,1811562,8.12,TikTok,57765.82188371774
